"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.005811858E1,-3.242338090E-1,-1.353367299E0,-1.883230872E0,2.341642399E0
6.006808858E1,-2.049917777E-1,-1.177684781E0,-1.510769666E0,1.926496316E0
6.007805858E1,-4.412661135E-2,-1.000471462E0,-1.179827785E0,1.547541246E0
6.008802858E1,2.337463560E-1,-9.100121123E-1,-8.356349444E-1,1.257396184E0
6.009799758E1,5.291857342E-1,-8.754609150E-1,-5.817178506E-1,1.176802878E0
6.010796758E1,7.989503174E-1,-7.741982496E-1,-6.072339302E-1,1.267453189E0
6.011793758E1,9.402706493E-1,-4.851534230E-1,-7.882023311E-1,1.319373204E0
6.012790758E1,9.598110938E-1,7.709553838E-3,-1.063212086E0,1.432381483E0
6.013787758E1,8.854082713E-1,5.962820953E-1,-1.321417528E0,1.698718466E0
6.014784658E1,8.182264678E-1,1.103978289E0,-1.408635181E0,1.967870852E0
6.015781658E1,6.525549679E-1,1.404715793E0,-1.404436296E0,2.090812223E0
6.016778658E1,4.594698936E-1,1.459651553E0,-1.293906378E0,2.003968302E0
6.017775733E1,3.480969904E-1,1.437402313E0,-7.891285300E-1,1.676311654E0
6.018772733E1,3.951031590E-1,1.347248188E0,3.236433864E-2,1.404361647E0
6.019769633E1,6.486137252E-1,1.256177219E0,8.469855595E-1,1.648049001E0
6.020766633E1,9.535053103E-1,1.085316900E0,1.274163254E0,1.926285843E0
6.021763633E1,1.144640923E0,9.451661575E-1,1.326871226E0,1.991012094E0
6.022760633E1,1.161316524E0,8.852234262E-1,1.077352992E0,1.814653150E0
6.023757633E1,1.034184899E0,9.002525246E-1,6.694857270E-1,1.525845390E0
6.024754533E1,9.235310941E-1,1.006794056E0,4.580352062E-1,1.440951145E0
6.025751533E1,8.875248172E-1,1.108394691E0,5.558795893E-1,1.524874162E0
6.026748533E1,8.647056927E-1,1.032453977E0,7.403352696E-1,1.536806254E0
6.027745533E1,7.080114229E-1,8.891188413E-1,1.406159470E0,1.808064419E0
6.028742433E1,5.363928661E-2,9.594304401E-1,2.504693416E0,2.682698837E0
6.029739433E1,-1.012140458E0,7.716839468E-1,3.180735041E0,3.425930505E0
6.030736433E1,-7.831176654E-1,-3.297502184E-1,2.646136394E0,2.779216850E0
6.031733433E1,-8.607408419E-2,-1.063378732E0,2.034546872E0,2.297294942E0
6.032730433E1,5.126423532E-1,-9.755032665E-1,1.984967161E0,2.270353152E0
6.033727333E1,1.120189109E0,-6.664434206E-1,2.248402353E0,2.598900463E0
6.034724333E1,1.716868377E0,-6.902404189E-1,2.480336840E0,3.094533842E0
6.035721333E1,2.247393270E0,-9.265439451E-1,2.509443694E0,3.493789897E0
6.036718333E1,2.627282631E0,-1.313043730E0,2.320261710E0,3.743035167E0
6.037715333E1,2.831612705E0,-1.658873792E0,1.930047773E0,3.807226967E0
6.038712233E1,2.751426621E0,-1.711560713E0,1.620863382E0,3.623118357E0
6.039709233E1,2.542416143E0,-1.529412929E0,1.367825709E0,3.267098242E0
6.040706233E1,2.250679551E0,-1.343419431E0,1.082727168E0,2.835953513E0
6.041703233E1,1.890106466E0,-1.132509193E0,7.247384065E-1,2.319552820E0
6.042700233E1,1.545304930E0,-8.809005797E-1,2.017020428E-1,1.790149958E0
6.043697133E1,1.333243229E0,-6.715193886E-1,-3.817816669E-1,1.540854645E0
6.044694133E1,1.189160526E0,-7.080627322E-1,-1.030275305E0,1.725376131E0
6.045691133E1,1.087163085E0,-8.737330627E-1,-1.860554785E0,2.325295066E0
6.046688133E1,9.915893953E-1,-9.451000839E-1,-2.763880606E0,3.084720360E0
6.047685133E1,8.539689622E-1,-9.924484974E-1,-3.027649673E0,3.298617825E0
6.048682033E1,6.150561891E-1,-1.129700775E0,-2.497425327E0,2.809208291E0
6.049679033E1,4.391782281E-1,-1.489851252E0,-2.143421443E0,2.647034143E0
6.050676033E1,2.451288749E-1,-1.865058895E0,-2.028028396E0,2.766122200E0
6.051673033E1,-1.081727587E-2,-2.138931951E0,-2.124274151E0,3.014579170E0
6.052669933E1,-2.892287946E-1,-2.279336463E0,-2.357265229E0,3.291766603E0
6.053666933E1,-6.191986491E-1,-2.300204591E0,-2.705151172E0,3.604468198E0
6.054663933E1,-9.183625940E-1,-2.187925186E0,-3.073015296E0,3.882502992E0
6.055660933E1,-1.147477115E0,-1.868315794E0,-3.209369441E0,3.886818731E0
6.056657933E1,-1.294512296E0,-1.323376930E0,-3.076338853E0,3.590396820E0
6.057654833E1,-1.379760899E0,-7.008004904E-1,-2.837225155E0,3.231827354E0
6.058651833E1,-1.343526143E0,-2.077182430E-1,-2.755927223E0,3.073002477E0
6.059648833E1,-1.273880834E0,2.229537481E-1,-2.708870586E0,3.001742927E0
6.060645833E1,-1.137827674E0,5.202905113E-1,-2.668275121E0,2.947040237E0
6.061642833E1,-8.969218044E-1,7.404183000E-1,-2.637802942E0,2.882827144E0
6.062639733E1,-5.370785252E-1,1.060398406E0,-2.211352640E0,2.510573365E0
6.063636733E1,-1.401504502E-1,1.397060618E0,-1.296425359E0,1.911057097E0
6.064633733E1,2.106011030E-1,1.651983433E0,-3.060496992E-1,1.693242010E0
6.065630733E1,4.437170927E-1,1.792898991E0,3.812905008E-1,1.885935868E0
6.066627733E1,4.663941299E-1,1.790752478E0,7.840373594E-1,2.009734436E0
6.067624633E1,1.417061750E-1,1.741141192E0,8.241632921E-1,1.931553371E0
6.068621633E1,-2.905621425E-1,1.696194815E0,5.441331178E-1,1.804877852E0
6.069618633E1,-6.946590136E-1,1.831473073E0,1.096019644E-1,1.961850492E0
6.070615633E1,-1.016039381E0,2.097583365E0,-2.269245923E-1,2.341727305E0
6.071612633E1,-9.977788192E-1,2.402396379E0,-1.067584634E-1,2.603549174E0
6.072609533E1,-6.340486765E-1,2.618530519E0,4.914169604E-1,2.738651207E0
6.073606533E1,-2.409725735E-2,2.602043710E0,1.077784517E0,2.816528290E0
6.074603533E1,5.418266836E-1,2.507325833E0,1.598569118E0,3.022529108E0
6.075600533E1,9.906311828E-1,2.388470065E0,2.152358912E0,3.364340690E0
6.076597433E1,1.290095748E0,2.145700688E0,2.535863754E0,3.563563309E0
6.077594433E1,1.376947804E0,2.002566696E0,2.774228423E0,3.688170545E0
6.078591433E1,1.283321310E0,2.010530604E0,2.779970974E0,3.662974953E0
6.079588433E1,9.585364008E-1,2.077430352E0,2.377580795E0,3.299605937E0
6.080585433E1,4.710852414E-1,2.119885231E0,1.681633494E0,2.746584407E0
6.081582333E1,2.979316260E-2,2.011007736E0,9.940237373E-1,2.243462266E0
6.082579333E1,-1.406004208E-1,1.487069732E0,8.547132397E-1,1.720953105E0
6.083576333E1,-1.709077547E-1,8.250818896E-1,1.295859348E0,1.545710528E0
6.084573333E1,-2.712607029E-1,2.418303144E-1,1.800320862E0,1.836632646E0
6.085570333E1,-3.953143166E-1,-3.091107166E-1,2.137411090E0,2.195529324E0
6.086567233E1,-6.829641438E-1,-7.248114967E-1,2.209359325E0,2.423439777E0
6.087564233E1,-1.005411044E0,-8.727828902E-1,2.009875131E0,2.410850344E0
6.088561233E1,-1.277095779E0,-8.470808691E-1,1.733769023E0,2.313973780E0
6.089558233E1,-1.453227802E0,-6.191248280E-1,1.508445398E0,2.184168976E0
6.090555233E1,-1.537481502E0,-2.953264904E-1,1.408364455E0,2.105838917E0
6.091552133E1,-1.448873673E0,-1.112140417E-2,1.355710863E0,1.984265746E0
6.092549133E1,-1.184277444E0,1.135014725E-1,1.351071682E0,1.800219525E0
6.093546133E1,-7.776261798E-1,1.523667455E-2,1.474245034E0,1.666833240E0
6.094543133E1,-4.029822090E-1,-8.674519837E-2,1.675245996E0,1.725215504E0
6.095540033E1,-4.236452093E-2,-3.184978366E-1,1.657030749E0,1.687894111E0
6.096537033E1,3.194892320E-1,-7.538587099E-1,1.480729596E0,1.692021413E0
6.097534033E1,5.635333388E-1,-1.217478007E0,1.174772868E0,1.783231284E0
6.098531033E1,6.732587890E-1,-1.650414625E0,6.735138738E-1,1.905457102E0
6.099528033E1,6.041179490E-1,-2.027497469E0,1.613585937E-1,2.121730680E0
6.100524933E1,4.287648852E-1,-2.343343593E0,-3.095170981E-1,2.402269626E0
6.101521933E1,2.767763815E-1,-2.539794252E0,-7.735375142E-1,2.669367021E0
6.102518933E1,1.564301584E-1,-2.544527573E0,-1.126103568E0,2.786969718E0
6.103515933E1,4.601100907E-2,-2.443540311E0,-1.460867189E0,2.847303849E0
6.104512933E1,-3.185851794E-2,-2.357841765E0,-1.916705012E0,3.038781146E0
6.105509833E1,-6.514412194E-2,-2.264565226E0,-2.357296804E0,3.269456781E0
6.106506833E1,-1.346827188E-1,-2.076988887E0,-2.699288753E0,3.408545444E0
6.107503833E1,-2.464105846E-1,-1.851042534E0,-2.942549297E0,3.485064275E0
6.108500833E1,-3.199827005E-1,-1.641209938E0,-3.070139635E0,3.495957146E0
6.109497833E1,-3.116585677E-1,-1.412564510E0,-2.998108370E0,3.328832131E0
6.110494733E1,-1.625694790E-1,-1.170326645E0,-2.863860977E0,3.098030501E0
6.111491733E1,9.055274075E-2,-9.325063509E-1,-2.704413253E0,2.862100441E0
6.112488733E1,3.920987865E-1,-8.065234119E-1,-2.505266443E0,2.660936193E0
6.113485733E1,6.710633057E-1,-6.733735406E-1,-2.210702430E0,2.406442004E0
6.114482733E1,8.446965938E-1,-5.255933511E-1,-1.904139930E0,2.148373706E0
6.115479633E1,8.566145349E-1,-3.781294960E-1,-1.617483691E0,1.868963314E0
6.116476633E1,7.298144475E-1,-2.568143892E-1,-1.419611574E0,1.616749758E0
6.117473583E1,5.278354660E-1,-2.445644724E-1,-1.288512322E0,1.413748939E0
6.118470583E1,3.606268426E-1,-2.103307790E-1,-1.114620221E0,1.190239049E0
6.119467583E1,2.952763140E-1,-7.475138962E-2,-8.272172928E-1,8.815125191E-1
6.120464483E1,3.501787088E-1,5.587482333E-2,-5.113612282E-1,6.222840426E-1
6.121461483E1,4.417075143E-1,1.335293555E-1,-3.831674570E-1,5.997940622E-1
6.122458483E1,4.571524594E-1,8.229780614E-2,-2.937284464E-1,5.495795668E-1
6.123455483E1,5.707412381E-1,-7.230374515E-2,-7.968059242E-2,5.807946188E-1
6.124452383E1,7.223253337E-1,-2.185174656E-1,1.956782413E-1,7.796112779E-1
6.125449383E1,8.539710087E-1,-1.970429814E-1,5.418667370E-1,1.030394090E0
6.126446383E1,8.249794903E-1,1.773156452E-1,8.086009276E-1,1.168703323E0
6.127443383E1,6.209653853E-1,5.204852235E-1,7.919088811E-1,1.132970676E0
6.128440383E1,3.844731768E-1,6.507085633E-1,5.717506868E-1,9.477025408E-1
6.129437283E1,1.954678146E-1,6.856363213E-1,4.574042916E-1,8.470675992E-1
6.130434283E1,7.173890412E-2,6.267431653E-1,7.334981203E-1,9.674569541E-1
6.131431283E1,1.412440257E-1,4.164650112E-1,1.603976038E0,1.663169297E0
6.132428283E1,2.604220482E-1,2.357264060E-1,2.551209186E0,2.575277634E0
6.133425283E1,3.209065605E-1,2.185209739E-1,3.084737794E0,3.109073768E0
6.134422183E1,2.737843978E-1,3.823394912E-1,3.012010710E0,3.048499615E0
6.135419183E1,1.692736406E-1,6.959022778E-1,2.445748220E0,2.548454022E0
6.136416183E1,-3.252272509E-2,1.134223012E0,1.613236858E0,1.972321660E0
6.137413183E1,-2.497779230E-1,1.538677842E0,9.639667100E-1,1.832798497E0
6.138410183E1,-4.318830226E-1,1.848287326E0,7.099864662E-1,2.026516658E0
6.139407083E1,-5.196118322E-1,1.823020338E0,8.764081639E-1,2.088418272E0
6.140404083E1,-1.016251197E-1,1.302681295E0,1.036848160E0,1.668040865E0
6.141401083E1,5.048506094E-1,7.604426748E-1,1.174506235E0,1.487485158E0
6.142398083E1,1.075532023E0,2.651180202E-1,1.374291560E0,1.765144184E0
6.143395083E1,1.590034960E0,-1.676730019E-1,1.445183787E0,2.155198736E0
6.144391983E1,1.937467451E0,-4.918648571E-1,1.447024491E0,2.467709675E0
6.145388983E1,2.130644254E0,-6.349924171E-1,1.311469660E0,2.581242525E0
6.146385983E1,2.198358665E0,-6.575802112E-1,9.554981875E-1,2.485592352E0
6.147382983E1,2.182230729E0,-5.801139593E-1,3.991689473E-1,2.293032710E0
6.148379883E1,2.220017191E0,-4.966648364E-1,-1.576549673E-1,2.280352467E0
6.149376883E1,2.299563443E0,-4.638748205E-1,-6.194639665E-1,2.426295012E0
6.150373883E1,2.412916835E0,-4.197341895E-1,-1.080857813E0,2.677050253E0
6.151370883E1,2.532516807E0,-3.989350587E-1,-1.510683128E0,2.975727486E0
6.152367883E1,2.603104102E0,-3.966312557E-1,-1.876511251E0,3.233382408E0
6.153364783E1,2.576947168E0,-4.445526963E-1,-2.210366215E0,3.424033091E0
6.154361783E1,2.440867988E0,-5.733803058E-1,-2.541409253E0,3.570064775E0
6.155358783E1,2.202358161E0,-7.191315114E-1,-2.826515395E0,3.654684785E0
6.156355783E1,1.762172458E0,-7.465093446E-1,-3.082916386E0,3.628622523E0
6.157352783E1,1.194668457E0,-8.016661298E-1,-3.290179131E0,3.590985940E0
6.158349683E1,6.719322020E-1,-8.509891480E-1,-3.351386615E0,3.522423549E0
6.159346683E1,2.815902114E-1,-8.698557740E-1,-3.373754554E0,3.495448741E0
6.160343683E1,7.273008026E-2,-8.062322205E-1,-3.465037776E0,3.558340463E0
6.161340683E1,-5.511819363E-2,-7.459024036E-1,-3.630513979E0,3.706756016E0
6.162337683E1,-1.410623965E-1,-7.231532264E-1,-3.752523150E0,3.824170391E0
6.163334583E1,-2.942737723E-1,-6.188956171E-1,-3.743897338E0,3.806099856E0
6.164331583E1,-4.678645219E-1,-5.919224113E-1,-3.732032753E0,3.807536975E0
6.165328583E1,-6.804651900E-1,-5.947086096E-1,-3.661436394E0,3.771316438E0
6.166325583E1,-8.725156724E-1,-4.384756851E-1,-3.592883638E0,3.723218683E0
6.167322583E1,-1.069519697E0,-5.849496067E-2,-3.375483575E0,3.541353330E0
6.168319483E1,-1.275902655E0,4.129876721E-1,-2.981077770E0,3.268839408E0
6.169316483E1,-1.217279129E0,5.082212734E-1,-2.558553289E0,2.878585117E0
6.170313483E1,-1.187395398E0,4.080514526E-1,-1.383588633E0,1.868349894E0
6.171310483E1,-1.447280307E0,1.237709373E-1,9.176561773E-2,1.455458848E0
6.172307483E1,-1.786642032E0,-2.853716058E-1,9.068587089E-1,2.023837795E0
6.173304383E1,-2.085390020E0,-3.836323106E-1,1.138609008E0,2.406752119E0
6.174301383E1,-2.290015233E0,-2.110412157E-1,7.574237573E-1,2.421239127E0
6.175298383E1,-2.489315239E0,3.763028258E-1,2.404269826E-1,2.529051069E0
6.176295383E1,-2.822024149E0,1.141040280E0,-1.933738536E-1,3.050112566E0
6.177292383E1,-3.184686297E0,1.807873126E0,-4.626375496E-1,3.691160462E0
6.178289283E1,-3.209850375E0,2.083024968E0,-4.997977746E-1,3.859006383E0
6.179286283E1,-2.856261351E0,2.009423141E0,-2.578095853E-2,3.492373823E0
6.180283283E1,-2.277766193E0,1.794032182E0,9.570705038E-1,3.053318563E0
6.181280283E1,-1.727668769E0,1.298786464E0,2.172362237E0,3.064448294E0
6.182277183E1,-1.629911948E0,8.774980849E-1,3.393995275E0,3.865982382E0
6.183274183E1,-1.976988343E0,7.598140991E-1,4.081805592E0,4.598579918E0
6.184271183E1,-1.944911980E0,5.313125128E-1,3.938684464E0,4.424727212E0
6.185268183E1,-1.644216430E0,5.021430928E-1,3.466528232E0,3.869420284E0
6.186265183E1,-1.266273460E0,4.795506209E-1,2.901079674E0,3.201512228E0
6.187262083E1,-7.426756176E-1,2.883753204E-1,3.244052201E0,3.340449383E0
6.188259083E1,-2.750321205E-1,1.744508019E-1,4.444097319E0,4.456015791E0
6.189256083E1,4.399839744E-2,1.005627537E-1,5.716762517E0,5.717816227E0
6.190253083E1,4.210579991E-2,-3.800719410E-2,6.690085357E0,6.690325816E0
6.191250083E1,-2.140104318E-1,-3.169989029E-1,6.906354568E0,6.916937342E0
6.192246983E1,-3.919450048E-1,-7.822378787E-1,6.251654111E0,6.312582364E0
6.193243983E1,-7.046270545E-1,-9.553227711E-1,5.328264738E0,5.458896043E0
6.194240983E1,-1.322619277E0,-7.429355264E-1,4.413801726E0,4.667217653E0
6.195237983E1,-1.835762444E0,-3.802087659E-1,3.559575559E0,4.023078500E0
6.196234983E1,-1.986222266E0,-1.883914411E-2,2.867022566E0,3.487872159E0
6.197231883E1,-1.853371334E0,1.954928845E-2,2.485311066E0,3.100344912E0
6.198228883E1,-1.513230321E0,-1.303323904E-1,2.559527435E0,2.976244820E0
6.199225883E1,-9.058256520E-1,-3.066227263E-1,2.655649229E0,2.822589314E0
6.200222883E1,-2.110280594E-1,-6.970927709E-1,2.380066447E0,2.489013351E0
6.201219883E1,3.639078981E-1,-1.040600026E0,2.007336270E0,2.290125820E0
6.202216783E1,2.784313993E-1,-9.943611217E-1,1.896151464E0,2.159089729E0
6.203213783E1,1.368672386E-1,-1.135207975E0,1.358093019E0,1.775344033E0
6.204210783E1,3.734447068E-1,-1.530293519E0,3.770232028E-1,1.619693088E0
6.205207783E1,4.780373615E-1,-1.694185712E0,-4.761452025E-1,1.823595130E0
6.206204683E1,5.064372879E-1,-1.650584779E0,-1.079501259E0,2.036229802E0
6.207201683E1,4.925308549E-1,-1.568937768E0,-1.525988799E0,2.243388994E0
6.208198683E1,4.416986704E-1,-1.538013306E0,-1.887898704E0,2.474822046E0
6.209195683E1,4.379055816E-1,-1.512217437E0,-2.130324849E0,2.648933151E0
6.210192683E1,4.367402315E-1,-1.367462597E0,-2.297182750E0,2.708827157E0
6.211189583E1,3.987460475E-1,-1.141222421E0,-2.405292504E0,2.691991652E0
6.212186583E1,4.134607118E-1,-9.318356752E-1,-2.592380601E0,2.785624646E0
6.213183583E1,4.060837184E-1,-8.432626373E-1,-2.868952732E0,3.017761694E0
6.214180583E1,2.975368841E-1,-8.263179910E-1,-3.193360350E0,3.311929942E0
6.215177583E1,1.136071609E-1,-6.367231929E-1,-3.313746918E0,3.376276300E0
6.216174483E1,-1.282430340E-1,-4.027527058E-1,-3.026794226E0,3.056164148E0
6.217171396E1,-1.942412880E-1,-2.283407879E-1,-2.495523813E0,2.513465395E0
6.218168396E1,-1.257049039E-2,-2.264474595E-1,-2.076218224E0,2.088568549E0
6.219165396E1,1.761270525E-1,-3.067993122E-1,-1.886793580E0,1.919670954E0
6.220162396E1,3.332908536E-1,-4.107055038E-1,-1.886726337E0,1.959463721E0
6.221159296E1,4.222021531E-1,-4.638338900E-1,-1.952083005E0,2.050371819E0
6.222156296E1,4.111070614E-1,-3.918926722E-1,-2.007361413E0,2.086166034E0
6.223153296E1,3.534092224E-1,-1.563481146E-1,-2.072602306E0,2.108322350E0
6.224150296E1,3.047693051E-1,3.144106328E-2,-2.191977307E0,2.213286557E0
6.225147296E1,3.642828508E-1,2.291629064E-1,-2.159207171E0,2.201679641E0
6.226144196E1,6.504369602E-1,3.960553050E-1,-1.797984899E0,1.952607933E0
6.227141196E1,1.093683535E0,3.878838211E-1,-1.366516517E0,1.792753448E0
6.228138196E1,1.588747403E0,1.936580282E-1,-1.066463138E0,1.923269448E0
6.229135196E1,1.963012036E0,-1.247982931E-1,-6.793260062E-1,2.080979262E0
6.230132196E1,2.071457275E0,-3.774553120E-1,-3.156239301E-1,2.129090468E0
6.231129096E1,2.072174436E0,-5.359984714E-1,-1.214039844E-1,2.143814400E0
6.232126096E1,2.088787984E0,-5.132054400E-1,-6.803293884E-2,2.151985954E0
6.233123096E1,2.108960293E0,-3.387555152E-1,7.170966804E-2,2.137197018E0
6.234120096E1,2.169762126E0,-1.736295605E-1,3.429959160E-1,2.203556468E0
6.235117096E1,2.268592204E0,-1.335585916E-1,6.061568731E-1,2.351972500E0
6.236113996E1,2.404100257E0,-3.180733287E-1,6.333511037E-1,2.506392290E0
6.237110996E1,2.495938380E0,-6.967933935E-1,4.451672387E-1,2.629335145E0
6.238107996E1,2.533901428E0,-1.046238788E0,3.949589521E-1,2.769704790E0
6.239104996E1,2.336643854E0,-9.180356616E-1,6.424867934E-1,2.591424947E0
6.240101896E1,1.915340564E0,-5.036984521E-1,1.158825172E0,2.294584360E0
6.241098896E1,1.497252658E0,-1.219343269E-1,1.694115545E0,2.264213104E0
6.242095896E1,1.186955541E0,3.195327938E-2,2.180290477E0,2.482650002E0
6.243092896E1,1.058982210E0,-1.336375290E-1,2.348048263E0,2.579269850E0
6.244089896E1,1.203918606E0,-6.214929503E-1,2.274637640E0,2.647574341E0
6.245086796E1,1.418332204E0,-8.663720030E-1,2.522131568E0,3.020499020E0
6.246083796E1,1.527843536E0,-6.138102937E-1,3.176004059E0,3.577439130E0
6.247080796E1,1.557917520E0,-1.549412745E-1,3.774316308E0,4.086144563E0
6.248077796E1,1.599777153E0,4.342668593E-2,3.830413325E0,4.151293661E0
6.249074796E1,1.792451679E0,4.346410811E-2,3.475517156E0,3.910753336E0
6.250071696E1,1.931862164E0,5.075792491E-2,2.872173963E0,3.461798819E0
6.251068696E1,1.993075788E0,2.695414388E-1,2.257284858E0,3.023299293E0
6.252065696E1,2.115321771E0,5.807004350E-1,1.678354375E0,2.762005177E0
6.253062696E1,2.280115019E0,8.703709137E-1,1.134261019E0,2.691285583E0
6.254059696E1,2.344985199E0,8.221138430E-1,6.961887914E-1,2.580601788E0
6.255056596E1,2.185916375E0,5.964604354E-1,3.044422996E-1,2.286193466E0
6.256053596E1,1.783359259E0,2.968075901E-1,-7.511391699E-2,1.809449389E0
6.257050596E1,1.188341331E0,-8.254046559E-2,-5.121763301E-1,1.296646691E0
6.258047596E1,4.529063210E-1,-4.411905473E-1,-9.474664521E-1,1.139063612E0
6.259044596E1,-2.318453166E-1,-7.549322587E-1,-1.300420176E0,1.521436033E0
6.260041496E1,-7.251529741E-1,-1.014325270E0,-1.668127595E0,2.082631091E0
6.261038496E1,-1.045514611E0,-1.241491937E0,-2.095936790E0,2.650915702E0
6.262035496E1,-1.274395974E0,-1.406453585E0,-2.488054579E0,3.129315001E0
6.263032496E1,-1.394895394E0,-1.446456141E0,-2.812680298E0,3.456752665E0
6.264029496E1,-1.481898162E0,-1.433516253E0,-3.132385000E0,3.750043573E0
6.265026396E1,-1.520118341E0,-1.343316520E0,-3.420489594E0,3.976808784E0
6.266023396E1,-1.502499511E0,-1.081501592E0,-3.667503465E0,4.108251714E0
6.267020396E1,-1.470549301E0,-7.056823307E-1,-3.849754745E0,4.181042262E0
6.268017396E1,-1.518143005E0,-2.824684632E-1,-3.821792775E0,4.121971208E0
6.269014296E1,-1.588246297E0,1.360413194E-1,-3.652945068E0,3.985604247E0
6.270011296E1,-1.720372467E0,3.648364359E-1,-3.416217034E0,3.842307363E0
6.271008296E1,-1.959979524E0,4.037180811E-1,-3.007480288E0,3.612401653E0
6.272005296E1,-2.183914727E0,4.816135186E-1,-2.479627572E0,3.339159777E0
6.273002296E1,-2.310618920E0,7.505959636E-1,-1.866862761E0,3.063907744E0
6.273999196E1,-2.254826250E0,1.188323790E0,-1.205224582E0,2.819383114E0
6.274996196E1,-2.059202827E0,1.629963403E0,-5.790345633E-1,2.689308090E0
6.275993196E1,-1.734119856E0,1.972479263E0,-3.498973846E-2,2.626608155E0
6.276990196E1,-1.296251258E0,2.051809607E0,3.447068113E-1,2.451328777E0
6.277987196E1,-1.064183893E0,1.890267411E0,6.443005997E-1,2.262901126E0
6.278984096E1,-1.151228615E0,1.663628747E0,7.198787856E-1,2.147373605E0
6.279981096E1,-1.445220479E0,1.501539252E0,4.665411508E-1,2.135636440E0
6.280978096E1,-1.712151136E0,1.498778781E0,1.974511170E-1,2.284028522E0
6.281975096E1,-1.875384054E0,1.755576214E0,8.392040849E-2,2.570244313E0
6.282972096E1,-1.993599114E0,2.259055980E0,2.027557111E-1,3.019748537E0
6.283968996E1,-2.071543814E0,2.760502669E0,5.235877562E-1,3.490818371E0
6.284965996E1,-2.065216542E0,3.062638827E0,1.020168393E0,3.832182080E0
6.285962996E1,-1.961724918E0,3.034309067E0,1.608850277E0,3.955223809E0
6.286959996E1,-1.759230431E0,2.735832097E0,2.119516271E0,3.882269722E0
6.287956996E1,-1.396914584E0,2.415014085E0,2.423157502E0,3.695315368E0
6.288953896E1,-1.004452246E0,2.079404957E0,2.485639679E0,3.392823884E0
6.289950896E1,-6.410524714E-1,1.749981598E0,2.289626393E0,2.952248784E0
6.290947896E1,-3.402525486E-1,1.465668923E0,2.052201955E0,2.544698421E0
6.291944896E1,-5.688156769E-2,1.382827325E0,2.145589006E0,2.553233070E0
6.292941896E1,2.378765734E-1,1.408644537E0,2.600162076E0,2.966767183E0
6.293938796E1,5.688878900E-1,1.327790993E0,3.072811228E0,3.395413258E0
6.294935796E1,8.906104660E-1,1.124709007E0,3.307233705E0,3.604989893E0
6.295932796E1,1.176111588E0,8.757135147E-1,3.305465507E0,3.616104927E0
6.296929796E1,1.349956910E0,6.815777689E-1,3.112409157E0,3.460350080E0
6.297926796E1,1.420231379E0,4.667311853E-1,2.843026178E0,3.212116595E0
6.298923696E1,1.390394938E0,2.379460090E-1,2.539530542E0,2.905001164E0
6.299920696E1,1.246832930E0,5.509246588E-2,2.229564963E0,2.555110068E0
6.300917696E1,1.120864463E0,-1.272044224E-1,1.815679159E0,2.137570798E0
6.301914696E1,1.067598229E0,-3.835837787E-1,1.389013680E0,1.793393848E0
6.302911596E1,1.056272903E0,-6.827869731E-1,9.919754577E-1,1.601850743E0
6.303908596E1,1.075583040E0,-9.956972104E-1,5.324802017E-1,1.559431620E0
6.304905596E1,1.136898405E0,-1.342092113E0,-1.985714436E-2,1.759017774E0
6.305902596E1,1.179994431E0,-1.710295960E0,-5.693726242E-1,2.154456849E0
6.306899596E1,1.205265659E0,-2.006649222E0,-1.057077187E0,2.568407792E0
6.307896496E1,1.159533562E0,-2.240036157E0,-1.406110353E0,2.887806502E0
6.308893496E1,1.103268729E0,-2.406523928E0,-1.710804083E0,3.152048527E0
6.309890496E1,1.102030727E0,-2.533192161E0,-1.927845712E0,3.368697573E0
6.310887496E1,1.090846466E0,-2.466142724E0,-1.812615802E0,3.249212519E0
6.311884496E1,1.020743759E0,-2.247755651E0,-1.706239747E0,3.000929416E0
6.312881396E1,1.073236260E0,-2.234564917E0,-1.904225884E0,3.125890698E0
6.313878396E1,1.097352224E0,-2.203141980E0,-2.108833993E0,3.241172211E0
6.314875396E1,1.023478209E0,-2.048414129E0,-2.281305220E0,3.232315207E0
6.315872396E1,9.403419122E-1,-1.898806685E0,-2.583198718E0,3.341051535E0
6.316869396E1,8.224545164E-1,-1.662493803E0,-2.974231850E0,3.505192174E0
6.317866396E1,6.659618293E-1,-1.413953809E0,-3.451195078E0,3.788603700E0
6.318863396E1,4.695360947E-1,-1.244056526E0,-3.922567198E0,4.141820156E0
6.319860396E1,3.231931508E-1,-9.673013771E-1,-4.109921928E0,4.234570111E0
6.320857396E1,3.668480243E-1,-5.425216252E-1,-3.955741961E0,4.009588713E0
6.321854396E1,5.801465575E-1,-1.308665335E-1,-3.496637884E0,3.546853897E0
6.322851296E1,9.591135941E-1,4.982470930E-2,-3.177648881E0,3.319613502E0
6.323848296E1,1.441352545E0,7.902628899E-2,-2.991532592E0,3.321597441E0
6.324845296E1,1.974738773E0,2.305919659E-1,-2.483915336E0,3.181603569E0
6.325842296E1,2.354819777E0,4.207504356E-1,-1.676810126E0,2.921283846E0
6.326839296E1,2.440659096E0,5.633178324E-1,-1.020879999E0,2.704873338E0
6.327836196E1,2.441515859E0,2.891091460E-1,-8.941158718E-1,2.616109130E0
